# Program:featureCounts v2.1.1; Command:"featureCounts" "-g" "gene_id" "-a" "clean_anno.gtf" "-o" "fcounts.txt" "SRR941816.bam" "SRR941817.bam" "SRR941818.bam" "SRR941819.bam" 
Geneid	SRR941816.bam	SRR941817.bam	SRR941818.bam	SRR941819.bam
YHR121W	151	491	49	229
YHR122W	116	293	122	395
YHR123W	123	150	33	111
YHR124W	111	71	22	46
YNCH0010C	0	1	0	0
YHR125W	8	1	0	1
YHR126C	6	1	3	4
YHR127W	60	180	31	156
YHR128W	79	231	401	1175
YHR129C	75	149	16	62
YHR130C	8	7	5	27
YHR131C	516	429	125	419
YHR132C	1564	1448	165	533
YHR132W-A	2321	1494	58	154
YHR133C	79	122	111	434
YHR134W	132	121	55	143
YHR135C	823	1050	143	586
YHR136C	200	77	2	8
YHR137W	526	2018	50	161
YHR138C	5600	2444	58	128
YHR139C	117	5	1	0
YNCH0011W	8	1	0	2
YHR139C-A	237	75	7	10
YHR140W	106	61	17	59
YNCH0012W	5	6	2	7
YHR141C	724	1904	1285	5755
YHR142W	396	515	116	372
YHR143W	211	342	18	65
YHR143W-A	271	267	415	1508
YHR144C	2	41	51	237
YNCH0013C	0	0	0	0
YHR146W	5227	3047	340	865
YHR147C	271	718	35	152
YHR148W	63	92	183	662
YHR149C	8	57	26	157
YHR150W	675	348	58	180
YHR151C	71	78	45	143
YHR152W	236	374	14	63
YHR153C	3	58	1	3
YHR154W	62	133	7	22
YHR155W	203	201	83	294
YNCH0014W	21	8	1	12
YHR156C	466	484	35	103
YHR157W	31	23	8	25
YHR158C	184	327	19	76
YHR159W	117	144	4	10
YHR160C	698	230	15	26
YHR161C	1992	1938	41	240
YHR162W	1643	3124	575	2564
YHR163W	35	168	86	612
YHR164C	353	312	20	85
YHR165C	502	674	177	654
YHR166C	178	199	34	157
YHR167W	9	10	50	216
YHR168W	36	80	43	133
YHR169W	67	73	304	1029
YHR170W	297	451	1111	3412
YHR171W	368	364	10	29
YHR172W	41	96	1	21
YHR173C	1	9	0	5
YHR174W	23532	38595	2386	7629
YHR175W	263	455	61	203
YHR175W-A	22	32	4	23
YHR176W	184	369	25	84
YHR177W	61	48	2	15
YHR178W	71	92	22	81
YHR179W	328	1135	1431	4013
YHR180W	151	88	9	29
YNCH0015W	1	1	0	2
YHR181W	48	104	65	283
YHR182W	176	173	59	199
YHR183W	253	852	213	808
YHR184W	55	46	9	13
YHR185C	2	1	0	3
YNCH0016C	0	0	0	0
YHR186C	379	496	76	269
YHR187W	486	524	96	353
YHR188C	551	722	34	188
YHR189W	112	57	9	23
YHR190W	2557	2824	86	448
YHR191C	123	150	19	78
YHR192W	112	209	49	219
YHR193C	2319	4324	1101	4843
YHR194W	365	296	35	141
YHR195W	1153	734	64	214
YHR196W	97	121	756	2624
YHR197W	59	170	377	1176
YHR198C	543	676	39	157
YHR199C	1674	1218	154	586
YHR199C-A	175	84	13	44
YHR200W	1408	2022	170	795
YHR201C	376	545	187	856
YHR202W	1312	545	39	126
YHR203C	1002	2160	1743	6684
YHR204W	33	86	103	388
YHR205W	651	567	316	1160
YHR206W	395	214	203	666
YHR207C	346	435	207	622
YHR208W	466	711	3937	8369
YHR209W	481	381	32	112
YHR210C	230	116	16	70
YHR211W	184	183	9	30
YHR212W-A	0	0	0	0
YHR213W	2	2	0	0
YHR213W-A	0	0	0	0
YHR213W-B	2	10	0	5
YHR214W	1	2	1	1
YHR214C-B	0	0	0	0
YHR214C-C	0	0	0	0
YHR214C-D	0	0	0	0
YHR214C-E	17	7	0	0
YHR215W	32	24	5	17
YHR216W	67	233	39	172
YHR218W	1	0	0	0
YHR219W	11	14	1	5
YIL177C	6	6	0	2
YIL176C	0	0	0	0
YIL175W	0	0	0	0
YIL174W	0	0	0	0
YIL173W	0	0	0	0
YIL172C	0	0	0	0
YIL171W	9	12	1	3
YIL170W	30	22	1	4
YIL169C	6863	12267	90	425
YIL167W	289	283	31	62
YIL166C	105	632	9	68
YIL165C	57	90	5	12
YIL164C	120	123	4	29
YIL163C	10	11	2	0
YIL162W	24488	49007	353	1766
YIL161W	436	196	104	272
YIL160C	18377	7678	240	241
YIL159W	58	155	29	103
YIL158W	151	250	4	33
YIL157C	890	1727	27	171
YIL156W-B	807	731	30	98
YIL156W	312	516	26	90
YIL155C	22958	15876	202	453
YIL154C	2075	1723	83	251
YIL153W	510	506	84	314
YIL152W	639	514	33	84
YIL151C	486	346	142	499
YIL150C	158	220	21	35
YIL149C	485	647	194	746
YIL148W	2527	5192	2975	12436
YIL147C	200	240	76	328
YIL146C	1614	758	87	354
YIL145C	365	318	227	642
YIL144W	864	534	102	366
YIL143C	2236	1948	387	1160
YIL142W	1108	1894	546	1919
YIL140W	78	223	7	52
YIL139C	181	162	91	293
YIL138C	1313	2240	86	689
YIL137C	587	758	114	389
YIL136W	24658	14114	250	474
YIL135C	1391	1442	195	557
YIL134C-A	4	2	1	4
YNCI0001W	52	25	13	44
YIL134W	18	31	25	102
YIL133C	1000	2318	2768	10900
YIL132C	14	28	10	46
YIL131C	88	156	47	213
YIL130W	577	556	390	1034
YIL129C	836	802	72	365
YIL128W	164	295	165	604
YIL127C	301	343	494	1507
YIL126W	885	1100	380	1216
YIL125W	11712	10290	207	518
YIL124W	2801	2244	39	80
YIL123W	1523	2134	29	201
YIL122W	810	370	99	241
YIL121W	43	62	34	63
YIL120W	167	211	47	88
YIL119C	821	321	107	224
YIL118W	47	118	453	1196
YIL117C	443	106	129	166
YIL116W	972	1539	270	984
YIL115C	1776	1746	145	515
YIL114C	36	41	62	207
YIL113W	85	85	5	21
YIL112W	1580	1712	130	395
YIL111W	114	77	13	56
YIL110W	130	135	200	572
YIL109C	1569	2339	232	809
YIL108W	808	595	99	527
YIL107C	2651	1628	69	273
YIL106W	556	529	90	445
YIL105C	1901	1325	109	365
YIL105W-A	0	0	0	0
YIL104C	37	39	202	583
YIL103W	355	347	329	915
YIL102C-A	135	141	37	119
YIL102C	40	31	2	3
YNCI0002W	1	1	2	4
YIL101C	2254	868	18	32
YIL099W	222	128	6	24
YIL098C	219	493	11	52
YIL097W	2301	1585	24	108
YIL096C	65	88	223	655
YNCI0003C	0	0	0	0
YIL095W	124	312	59	225
YIL094C	1349	1799	812	2496
YIL093C	285	860	63	237
YIL092W	108	121	112	289
YIL091C	198	215	672	1911
YIL090W	468	394	270	957
YIL089W	157	118	28	97
YNCI0004W	0	0	0	0
YIL088C	728	1092	69	339
YIL087C	2748	2026	77	199
YIL086C	153	77	1	14
YIL085C	384	550	224	840
YIL084C	315	412	48	142
YIL083C	1379	1029	147	683
YIL082W-A	60	51	14	50
YNCI0005W	0	0	0	0
YIL079C	32	30	235	722
YIL078W	2602	4671	1336	4574
YIL077C	1251	1241	53	220
YIL076W	804	1484	92	476
YIL075C	4538	6031	179	710
YIL074C	78	140	174	589
YIL073C	128	111	40	167
YIL072W	48	36	22	119
YIL071C	503	455	72	153
YIL070C	215	639	74	286
YIL069C	693	1344	1415	5504
YIL068C	519	693	61	346
YIL067C	53	126	40	192
YIL066C	226	101	11	29
YIL065C	1198	966	67	171
YIL064W	255	241	161	466
YIL063C	544	730	162	602
YIL062C	959	2075	47	329
YIL061C	90	183	37	169
YIL060W	46	49	0	7
YIL059C	339	322	5	26
YIL057C	51756	13704	320	284
YNCI0006W	1	0	0	0
YIL056W	1468	743	545	1539
YIL055C	1934	722	116	457
YIL054W	9	6	1	5
YIL053W	3601	2203	20809	79435
YIL052C	873	1810	2062	8234
YIL051C	2786	3489	165	725
YIL050W	808	897	172	569
YIL049W	70	49	15	68
YIL048W	616	460	219	682
YIL047C	4201	2364	930	2874
YIL046W-A	63	13	2	2
YIL046W	3788	2289	345	1138
YIL045W	6525	3993	89	189
YIL044C	301	568	139	696
YIL043C	1993	2833	398	1574
YIL042C	820	1205	21	143
YIL041W	3999	4145	293	1392
YIL040W	61	134	69	267
YIL039W	392	1052	153	569
YIL038C	743	551	423	1448
YIL037C	59	59	29	106
YIL036W	838	816	70	293
YIL035C	554	915	259	1029
YIL034C	705	1452	73	465
YIL033C	9387	6004	221	741
YIL031W	401	342	128	375
YIL030C	690	716	182	651
YNCI0007C	0	0	0	0
YIL029C	334	229	12	74
YIL027C	382	528	47	239
YIL026C	276	1075	1	47
YIL024C	553	559	23	141
YIL023C	438	384	127	320
YIL022W	795	1390	273	998
YIL021W	416	730	287	1057
YIL020C	68	113	284	928
YIL019W	304	270	551	1872
YIL018W	1562	5044	4736	18593
YIL017C	1313	971	24	125
YIL016W	27	87	26	169
YIL015W	24	20	4	24
YNCI0008C	0	0	0	0
YIL014C-A	1	0	1	0
YNCI0009W	0	0	0	0
YIL014W	464	316	130	425
YIL013C	268	254	17	114
YIL012W	6	11	1	0
YIL011W	43	253	2	32
YIL010W	100	409	43	186
YIL009C-A	134	173	9	62
YNCI0010C	0	0	0	0
YIL009W	213	310	162	539
YIL008W	198	195	108	321
YIL007C	807	860	59	294
YIL006W	102	165	18	71
YIL005W	1102	1049	124	343
YIL004C	213	244	72	284
YIL003W	236	316	137	453
YIL002W-A	459	592	152	431
YIL002C	148	316	52	262
YIL001W	142	202	82	337
YIR001C	1080	1320	130	390
YIR002C	278	348	44	177
YIR003W	984	1681	82	354
YIR004W	1092	1244	162	562
YIR005W	139	214	52	147
YIR006C	2117	2607	139	601
YNCI0011W	0	0	0	0
YIR007W	311	275	17	51
YIR008C	62	152	70	245
YIR009W	40	50	25	121
YIR010W	279	305	98	417
YIR011C	747	950	434	1363
YIR012W	96	157	988	3344
YIR013C	1	1	2	10
YIR014W	255	148	7	36
YIR015W	162	166	34	95
YIR016W	545	849	41	174
YIR017C	80	66	23	69
YIR018W	175	261	46	120
YIR018C-A	11	10	6	19
YIR019C	56	67	3	10
YNCI0012	92	87	1	7
YIR020C	0	0	0	0
YNCI0013W	0	0	0	0
YIR021W	34	194	22	125
YIR021W-A	0	3	1	1
YIR022W	472	669	42	197
YIR023W	215	297	190	562
YIR024C	345	509	19	87
YIR025W	534	496	24	68
YIR026C	88	290	224	716
YIR027C	14	76	48	244
YIR028W	72	61	16	39
YIR029W	351	477	23	87
YIR030C	18	26	2	10
YIR031C	71	94	21	84
YIR032C	61	120	17	47
YIR033W	2207	1472	240	781
YIR034C	97	209	84	234
YIR035C	221	584	89	435
YIR036C	1959	1752	25	86
YIR037W	8120	5567	134	379
YIR038C	14759	4685	233	327
YIR039C	629	523	10	20
YIR041W	0	0	0	0
YIR042C	0	5	0	2
YIR043C	129	139	4	32
YJL225C	2	3	0	1
YJL223C	0	0	0	0
YJL222W	4	4	0	2
YJL221C	0	0	0	0
YJL219W	12	7	0	1
YJL218W	4	36	0	4
YJL217W	1048	2038	24	99
YJL216C	30	37	1	3
YJL214W	37	36	1	12
YJL213W	72	126	8	17
YJL212C	277	122	192	501
YJL210W	509	430	98	250
YJL209W	46	102	91	322
YJL208C	34	88	80	293
YJL207C	576	578	81	290
YJL206C	288	193	22	78
YJL205C	403	317	14	63
YJL204C	103	167	36	134
YJL203W	172	226	51	125
YJL201W	184	225	38	245
YJL200C	70	148	365	1258
YNCJ0001C	0	0	0	0
YJL199C	69	101	6	24
YJL198W	193	303	235	856
YJL197W	238	369	111	374
YJL196C	40	218	63	282
YJL194W	28	68	21	89
YJL193W	32	35	72	267
YJL192C	225	367	149	686
YJL191W	750	844	538	2110
YJL190C	146	833	2510	10114
YJL189W	585	2118	2500	8769
YJL187C	99	205	28	151
YJL186W	260	297	140	481
YJL185C	1017	451	22	40
YJL184W	90	171	30	128
YJL183W	60	128	201	738
YJL181W	22	32	19	72
YJL180C	158	373	17	114
YJL179W	76	186	59	305
YJL178C	569	656	166	797
YJL177W	594	1827	1866	6980
YJL176C	195	473	85	321
YJL174W	947	1505	543	1809
YJL173C	163	584	9	70
YJL172W	991	1111	16	67
YJL171C	500	871	139	584
YJL170C	17	13	3	11
YJL168C	131	242	190	517
YJL167W	1689	2721	169	985
YJL166W	9088	10368	180	617
YJL165C	1801	1845	150	631
YJL164C	625	387	11	28
YJL163C	1353	431	22	32
YJL162C	67	58	57	207
YNCJ0002C	0	0	0	0
YJL161W	270	248	16	55
YJL160C	3	11	3	6
YJL159W	13477	20063	1294	3382
YJL158C	726	3975	37	237
YJL157C	60	70	4	19
YJL156C	263	273	111	280
YJL155C	2030	1339	48	97
YJL154C	1139	1078	38	162
YJL153C	34605	142401	515	4715
YJL151C	4736	3385	253	606
YJL149W	309	245	107	275
YNCJ0003C	11	12	0	2
YNCJ0004C	15	17	3	17
YJL148W	101	121	810	2803
YJL147C	188	209	42	171
YJL146W	515	453	41	205
YJL145W	159	405	55	241
YJL144W	893	1839	29	79
YJL143W	585	934	95	485
YJL142C	21	21	1	10
YJL141C	3767	3324	78	172
YJL140W	985	1081	193	948
YJL139C	172	336	110	402
YJL138C	1339	1850	791	2473
YJL137C	684	591	36	155
YJL136W-A	14	6	1	4
YJL136C	814	2608	1705	7179
YJL134W	164	264	139	570
YJL133C-A	1043	408	111	483
YJL133W	55	41	105	406
YJL132W	222	72	8	53
YJL131C	247	360	27	95
YJL130C	1205	1828	679	2187
YJL129C	369	466	121	485
YJL128C	220	313	96	271
YJL127C-B	382	384	27	90
YJL127C	211	197	91	203
YJL126W	292	261	35	155
YJL125C	160	226	277	999
YJL124C	371	706	107	468
YJL123C	2246	2607	91	449
YJL122W	36	60	818	2927
YJL121C	740	985	129	411
YJL118W	40	66	7	41
YJL117W	565	497	179	734
YJL116C	3919	1503	2409	5740
YJL115W	251	328	42	134
YNCJ0005C	0	0	0	0
YJL114W	23	12	1	2
YJL113W	142	84	8	39
YNCJ0006W	0	0	0	0
YJL112W	305	517	53	270
YJL111W	670	1167	629	2298
YJL110C	252	296	311	1027
YJL109C	197	401	675	2154
YJL108C	47	51	592	2192
YJL107C	31	47	573	1766
YJL106W	140	94	38	121
YJL105W	61	64	7	23
YJL104W	208	520	118	403
YNCJ0007C	75	230	2	31
YJL103C	1063	673	28	77
YJL102W	288	599	8	36
YNCJ0008W	0	0	0	1
YJL101C	758	602	99	298
YJL100W	560	508	37	156
YJL099W	246	197	12	60
YJL098W	104	129	226	652
YJL097W	50	219	28	106
YJL096W	64	354	53	181
YJL095W	296	341	24	86
YJL094C	2215	1533	99	264
YJL093C	262	189	73	279
YJL092W	236	302	26	71
YJL091C	184	338	14	93
YJL090C	131	81	112	352
YJL089W	523	729	4	29
YJL088W	29	337	237	776
YJL087C	45	79	62	193
YJL085W	52	63	53	176
YJL084C	939	580	176	543
YJL083W	193	256	39	157
YJL082W	852	1736	45	155
YJL081C	885	1265	97	371
YJL080C	287	1191	174	628
YJL079C	1076	3101	66	253
YJL078C	860	929	58	130
YJL077W-B	41	45	4	7
YJL077C	63	72	6	20
YJL077W-A	0	0	0	0
YJL076W	369	493	276	906
YJL075C	2	6	2	4
YJL074C	117	663	13	26
YJL073W	94	205	27	94
YJL072C	68	120	29	112
YJL071W	118	174	37	159
YJL070C	383	428	16	74
YJL069C	65	64	474	1547
YJL068C	2606	2535	43	163
YJL066C	7194	3795	98	258
YJL065C	227	350	57	263
YJL063C	254	805	40	209
YJL062W-A	366	917	49	142
YJL062W	108	201	38	143
YJL061W	303	474	107	358
YJL060W	32	54	31	186
YJL059W	333	173	10	74
YJL058C	11	37	10	72
YJL057C	1529	1173	27	138
YJL056C	93	48	37	109
YJL055W	521	1018	128	494
YJL054W	524	564	134	396
YJL053W	586	600	52	234
YJL052C-A	2	1	0	4
YJL052W	102715	89499	1739	5047
YJL051W	101	177	21	52
YJL050W	132	246	530	1498
YJL049W	712	287	52	193
YJL048C	11804	5467	175	329
YJL047C-A	5	5	0	2
YNCJ0009C	4	3	0	0
YJL047C	325	384	28	108
YJL046W	150	244	38	69
YNCJ0010W	0	0	0	0
YNCJ0011W	0	0	0	0
YNCJ0012W	0	0	0	0
YJL045W	459	95	6	10
YJL044C	312	380	143	500
YJL043W	31	22	4	8
YJL042W	2684	4405	98	326
YJL041W	688	779	147	420
YJL039C	327	433	154	541
YNCJ0013C	0	0	0	0
YNCJ0014C	0	0	0	0
YJL038C	34	20	18	29
YJL037W	115	55	7	8
YNCJ0015W	1	1	0	0
YJL036W	757	926	34	120
YJL035C	108	152	20	119
YJL034W	10392	27390	309	1524
YJL033W	347	452	739	2091
YJL031C	486	744	43	188
YJL030W	149	271	31	101
YJL029C	374	424	63	215
YNCJ0016C	0	1	0	0
YJL028W	1	1	0	2
YJL027C	2	3	0	2
YJL026W	1203	1367	157	448
YJL025W	9	11	148	554
YJL024C	393	407	96	271
YNCJ0017C	0	0	0	0
YJL023C	551	354	49	160
YJL020C	2062	2322	43	174
YJL019W	268	231	28	71
YJL016W	778	299	145	529
YJL014W	720	1499	395	1294
YJL013C	327	335	31	119
YJL012C	908	1404	194	681
YJL011C	42	68	153	563
YNCJ0018W	0	0	0	0
YNCJ0019C	0	0	0	0
YJL010C	123	157	302	924
YJL008C	764	1282	298	1020
YJL007C	3	7	0	2
YNCJ0020W	0	0	0	0
YJL006C	89	117	59	238
YNCJ0021C	0	0	0	0
YJL005W	1252	1290	53	158
YJL004C	494	351	57	239
YJL003W	230	304	15	87
YJL002C	399	592	154	753
YJL001W	1503	2596	42	292
YJR001W	438	641	46	344
YJR002W	783	841	492	1531
YJR003C	156	147	236	851
YJR004C	315	167	42	117
YJR005W	755	999	102	375
YJR005C-A	193	480	2	28
YJR006W	425	636	58	269
YJR007W	677	1294	597	2024
YJR008W	17509	7804	191	308
YJR009C	24729	28036	4066	12848
YJR010W	57	106	47	171
YJR010C-A	94	143	21	115
YJR011C	289	296	36	120
YJR012C	133	127	28	91
YJR013W	131	146	68	186
YJR014W	1152	1626	306	879
YJR015W	286	445	111	435
YJR016C	845	1055	2238	4925
YJR017C	767	878	90	368
YJR019C	2771	1909	75	237
YJR021C	1015	598	30	95
YJR022W	16	38	6	26
YJR024C	556	599	91	289
YJR025C	284	385	14	35
YJR026W	0	0	0	0
YJR027W	0	0	1	0
YJR028W	0	0	0	0
YJR029W	0	0	0	0
YJR030C	14	64	4	8
YJR031C	129	238	39	115
YJR032W	62	114	77	228
YJR033C	536	694	12	84
YJR034W	106	217	6	38
YJR035W	509	518	29	111
YJR036C	74	92	10	30
YJR039W	570	342	13	56
YJR040W	53	123	22	78
YJR041C	29	72	200	624
YJR042W	494	642	247	780
YJR043C	3	20	22	77
YNCJ0022C	0	0	0	0
YJR044C	626	533	36	157
YJR045C	10197	22503	422	1425
YJR046W	769	1462	121	506
YNCJ0023C	0	0	0	2
YJR047C	194	237	75	383
YJR048W	581	2842	116	669
YJR049C	1781	1067	97	307
YJR050W	510	457	79	233
YJR051W	689	721	78	212
YNCJ0024W	0	0	0	0
YJR052W	406	314	104	302
YJR053W	48	89	14	26
YJR054W	56	49	56	206
YNCJ0025W	0	0	0	1
YJR055W	88	81	60	147
YNCJ0026W	0	0	0	0
YJR056C	1227	1457	114	400
YNCJ0027C	2	0	0	0
YJR057W	443	208	29	100
YJR058C	137	191	53	180
YJR059W	966	848	98	481
YJR060W	323	410	58	207
YJR061W	302	281	47	179
YJR062C	281	389	24	98
YJR063W	52	80	473	1793
YJR064W	909	1270	571	2088
YJR065C	2556	2885	136	651
YJR066W	1041	951	56	231
YJR067C	174	203	47	85
YJR068W	370	740	104	338
YJR069C	17	41	79	273
YJR070C	273	575	1773	5021
YJR072C	541	761	283	1058
YJR073C	16286	18329	214	716
YJR074W	1322	1179	41	97
YJR075W	480	463	157	536
YJR076C	536	1077	112	560
YJR077C	2701	6338	456	1522
YJR078W	89	60	4	17
YJR079W	3	20	0	2
YJR080C	639	1354	23	140
YJR082C	265	258	87	290
YJR083C	110	215	24	85
YJR084W	169	378	31	191
YJR085C	2384	2572	51	224
YJR086W	25	53	9	30
YJR088C	437	646	88	450
YJR089W	166	246	94	300
YJR090C	663	569	108	456
YJR091C	903	1066	38	169
YJR092W	322	555	19	94
YJR093C	382	322	90	325
YJR094C	1666	180	35	15
YNCJ0028C	30	36	0	4
YJR094W-A	600	2473	1076	4239
YJR095W	1210	4736	18	125
YJR096W	740	1773	30	168
YJR097W	32	28	166	588
YJR098C	303	264	29	161
YJR099W	304	435	14	75
YJR100C	288	571	66	274
YNCJ0029W	0	0	0	0
YJR101W	138	508	84	273
YJR102C	101	204	27	120
YJR103W	2966	3200	83	266
YJR104C	14817	17140	927	3633
YJR105W	697	1695	648	2274
YJR106W	711	327	30	63
YJR107W	287	212	21	92
YJR107C-A	355	404	28	44
YJR108W	81	36	1	6
YJR109C	699	502	121	308
YJR110W	87	80	57	182
YJR111C	182	195	64	257
YJR112W	152	227	41	148
YJR112W-A	237	358	39	123
YJR113C	720	1403	100	435
YJR115W	268	85	5	35
YJR116W	182	171	14	84
YJR117W	1537	1274	117	522
YJR118C	109	288	14	82
YJR119C	67	70	64	183
YJR120W	513	879	10	44
YJR121W	11706	28906	322	1524
YJR122W	399	323	33	131
YJR123W	3930	9476	8534	32209
YJR124C	14	38	186	689
YJR125C	1181	1699	72	397
YJR126C	1177	951	96	384
YJR127C	256	423	46	171
YJR128W	4	7	0	1
YNCJ0030W	23	41	5	19
YJR129C	125	195	54	104
YJR130C	675	735	75	237
YJR131W	270	226	39	94
YJR132W	220	299	380	1072
YJR133W	387	908	64	197
YJR134C	556	754	80	376
YJR135C	135	170	14	54
YJR135W-A	217	523	24	85
YJR136C	152	115	55	165
YJR137C	375	205	122	415
YJR138W	330	405	53	241
YJR139C	2084	2757	185	901
YJR140C	117	232	23	96
YJR141W	173	237	58	230
YJR142W	522	812	19	135
YJR143C	204	654	186	698
YJR144W	161	546	112	491
YJR145C	937	2906	2271	9254
YJR146W	63	41	6	12
YJR147W	178	97	31	90
YJR148W	2230	1794	51	179
YJR149W	248	280	14	49
YJR150C	108	30	1	3
YJR151C	879	314	16	29
YJR151W-A	1	2	0	0
YJR152W	155	129	23	67
YJR153W	147	107	5	12
YJR154W	34	43	5	11
YJR155W	349	197	10	55
YJR156C	62	49	2	2
YJR158W	1	2	0	1
YJR159W	0	0	0	0
YJR160C	87	37	0	3
YJR161C	134	95	5	23
YKL224C	0	0	0	0
YKL222C	250	169	30	103
YKL221W	77	28	4	15
YKL220C	102	88	23	72
YKL219W	81	70	56	152
YKL218C	346	362	18	56
YKL217W	8558	3598	101	124
YKL216W	479	896	507	1414
YKL215C	3377	1895	109	255
YKL214C	263	430	42	194
YKL213C	827	1274	19	110
YKL212W	551	890	201	738
YKL211C	95	174	141	511
YNCK0001W	2	1	0	1
YKL210W	1759	2637	89	557
YKL209C	421	265	11	37
YNCK0002C	1	0	0	1
YKL208W	68	166	13	57
YKL207W	525	994	113	535
YKL206C	526	558	50	292
YKL205W	368	474	209	777
YKL204W	706	1314	88	262
YKL203C	839	716	64	260
YKL201C	1574	649	476	1086
YKL198C	3137	1030	176	490
YKL197C	480	453	9	63
YNCK0003W	0	0	0	0
YKL196C	1301	1246	165	734
YKL195W	1370	3061	61	280
YKL194C	8	79	12	63
YKL193C	1548	1439	41	232
YKL192C	847	1989	87	485
YKL191W	262	293	296	1239
YKL190W	242	325	141	613
YNCK0004W	0	0	0	0
YKL189W	266	216	34	163
YKL188C	1035	465	8	16
YKL187C	6106	1427	42	52
YKL186C	1033	652	128	530
YKL185W	897	1505	8	96
YKL184W	632	773	75	252
YKL183C-A	5	4	0	7
YKL183W	125	122	37	109
YKL182W	16479	17156	251	647
YKL181W	987	1262	984	3350
YKL180W	1101	3301	2939	11436
YKL179C	764	933	66	293
YKL178C	35	30	6	7
YKL176C	851	796	240	781
YKL175W	721	597	238	683
YKL174C	870	569	94	349
YKL173W	666	510	134	397
YKL172W	376	625	1202	3913
YKL171W	1755	992	44	117
YKL170W	293	645	26	121
YKL168C	739	545	26	126
YKL167C	339	566	60	235
YKL166C	47	70	152	541
YKL165C	249	258	32	75
YNCK0005C	1	0	2	5
YKL164C	6313	8569	451	1434
YKL163W	2934	1800	78	202
YKL162C	395	275	4	39
YKL161C	132	108	94	176
YKL160W	1079	1501	137	537
YKL159C	190	287	35	149
YKL157W	4796	4519	149	542
YKL156W	836	954	1468	5282
YKL155C	86	199	121	368
YKL154W	58	57	98	402
YNCK0006C	0	0	0	0
YKL152C	64248	67644	3937	14829
YKL151C	3164	1906	47	157
YKL150W	8213	6520	366	1373
YKL149C	393	250	22	136
YKL148C	2880	4812	56	270
YKL146W	2051	1567	88	353
YKL145W	2669	4065	210	945
YKL144C	46	91	167	586
YKL143W	365	566	451	1637
YKL142W	8918	9675	148	548
YKL141W	8577	6087	145	548
YKL140W	201	299	38	149
YKL139W	200	141	143	506
YKL138C-A	284	338	20	93
YKL138C	276	636	37	170
YKL137W	182	459	36	102
YKL135C	1088	1269	117	484
YKL134C	43	119	13	74
YKL133C	556	297	41	137
YKL132C	15	50	7	27
YKL130C	78	171	59	205
YKL129C	884	982	19	97
YKL128C	194	121	51	191
YNCK0007W	0	2	0	0
YKL127W	153	364	12	74
YKL126W	1030	1017	92	427
YKL125W	280	163	315	1188
YKL124W	823	361	59	238
YKL122C	169	498	135	533
YKL121W	453	345	35	124
YKL120W	35	39	1406	2792
YKL119C	36	197	18	111
YNCK0008W	0	0	0	0
YKL117W	4143	6073	108	548
YKL116C	157	464	27	175
YKL114C	173	371	75	246
YKL113C	26	216	9	67
YKL112W	218	623	61	245
YKL110C	245	313	263	772
YKL109W	4329	5649	77	255
YKL108W	56	80	28	63
YKL107W	604	147	24	55
YKL106C-A	2	1	2	5
YKL106W	57	40	225	689
YKL105C	465	547	21	78
YKL104C	805	1287	123	351
YKL104W-A	0	0	0	0
YKL103C	2022	2496	32	101
YKL102C	0	1	0	0
YKL101W	122	465	6	92
YKL100C	993	1033	51	223
YKL099C	74	154	341	1378
YKL098W	369	392	61	344
YKL097C	5	1	0	0
YKL096C-B	37	7	2	3
YKL096W-A	14737	22535	608	2968
YKL096W	2348	4850	816	2743
YKL095W	323	185	66	203
YKL094W	6033	3809	227	754
YKL093W	5284	2243	82	160
YKL092C	60	147	13	77
YKL091C	791	824	29	115
YKL090W	105	125	71	282
YKL089W	10	51	8	69
YKL088W	468	624	89	302
YKL087C	114	169	58	211
YKL086W	40	22	5	24
YKL085W	5773	9682	95	373
YKL084W	32	73	2	18
YKL082C	1310	751	707	2491
YKL081W	1069	3360	1951	6218
YNCK0009W	1	3	2	10
YKL080W	1160	1711	302	1447
YKL079W	238	234	91	262
YKL078W	12	38	339	1019
YKL077W	1095	1158	200	796
YKL075C	723	846	162	526
YKL074C	313	425	115	387
YKL073W	241	796	55	254
YKL072W	87	85	65	207
YNCK0010W	0	1	0	0
YKL071W	172	124	20	93
YKL070W	85	58	30	72
YKL069W	305	399	30	94
YNCK0011C	2	0	0	0
YKL068W-A	21	23	164	458
YKL068W	356	264	221	714
YNCK0012C	0	0	1	0
YKL067W	3031	4485	82	295
YKL065W-A	80	22	8	23
YKL065C	2469	2057	81	347
YKL064W	2341	2409	124	412
YKL063C	456	418	135	474
YKL062W	677	852	31	94
YKL061W	505	464	16	62
YKL060C	100662	92609	12870	40692
YKL059C	481	511	108	446
YKL058W	645	789	78	294
YKL057C	312	406	117	500
YKL056C	3156	7828	5240	19472
YKL055C	33	28	9	39
YKL054C	742	697	336	1386
YKL053C-A	272	384	26	71
YKL052C	141	141	117	499
YKL051W	227	192	130	487
YKL050C	171	105	10	60
YKL049C	207	458	24	118
YKL048C	111	213	75	249
YKL047W	314	203	78	297
YKL046C	781	976	98	322
YKL045W	163	868	59	233
YKL044W	34	40	65	182
YKL043W	164	236	425	1608
YKL042W	48	113	26	87
YKL041W	543	556	89	309
YKL040C	536	622	129	481
YKL039W	667	969	142	529
YNCK0013W	9	6	2	11
YKL038W	1290	1186	83	278
YKL037W	26	35	0	6
YKL035W	3079	4188	59	270
